City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
515,Boyolangu,ID,77.94,overcast clouds,-8.1181,111.8935,Yos ega cv
516,Port-Gentil,GA,81.0,overcast clouds,-0.7193,8.7815,Fengshui Residence
518,Russell,US,60.08,clear sky,32.3502,-85.1999,Macs
519,Port Hedland,AU,86.05,overcast clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
521,Honiara,SB,85.12,overcast clouds,-9.4333,159.95,Heritage Park Hotel
522,San Felipe,VE,67.41,few clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
523,Bontang,ID,77.25,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
525,San Ramon,US,64.33,clear sky,37.7799,-121.978,San Ramon Marriott
527,Tapes,BR,73.36,few clouds,-30.6733,-51.3958,Cabanas Camping Union
528,Samaipata,BO,55.81,scattered clouds,-18.15,-63.8667,Casa - Hostal
529,Bathsheba,BB,77.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
535,Kiomboi,TZ,60.94,light rain,-4.2667,34.3667,Reyd's Executive Lodge
541,Dunedin,NZ,68.2,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
542,Teahupoo,PF,80.56,overcast clouds,-17.8333,-149.2667,Vanira Lodge
545,Broken Hill,AU,78.51,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
547,Wajid,SO,73.45,overcast clouds,3.8093,43.2471,xamdihotelresturant114
548,Boueni,YT,76.98,clear sky,-12.9025,45.0761,The feet in water
549,Ewa Beach,US,80.55,broken clouds,21.3156,-158.0072,Uncle Junior Robert
550,Codrington,AU,77.34,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
551,Touros,BR,79.7,few clouds,-5.1989,-35.4608,INN NEW HORIZON
552,Mana,GF,76.75,broken clouds,5.6592,-53.7767,LE SAMANA
553,Puerto Escondido,MX,79.7,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
554,Tabuk,PH,70.68,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
555,Oistins,BB,77.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
556,Camanducaia,BR,63.45,light rain,-22.7553,-46.1447,Pousada Rancho Doce Lar Pousada em Camanducaia
557,Kut Chap,TH,70.65,scattered clouds,17.4257,102.5669,ผึ้งหลวง รีสอร์ต
558,Chipinge,ZW,59.97,scattered clouds,-20.1883,32.6236,Chipinge Breeze Lodge
559,Loa Janan,ID,76.05,overcast clouds,-0.583,117.095,Kost bu jono
560,Fare,PF,80.87,few clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
561,Gao,ML,67.55,few clouds,16.6362,1.637,
563,Nelson Bay,AU,83.75,broken clouds,-32.7167,152.15,Mantra Nelson Bay
564,Ganta,LR,68.92,broken clouds,7.3022,-8.5308,
565,Businga,CD,70.32,overcast clouds,3.3333,20.8833,
567,Ko Samui,TH,80.74,scattered clouds,9.5357,99.9357,The Passage
569,Avera,US,55.27,clear sky,33.194,-82.5271,
570,Chalmette,US,62.6,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
572,Uige,AO,66.04,overcast clouds,-7.6087,15.0613,Hotel Catraio
575,Nisia Floresta,BR,79.61,few clouds,-6.0911,-35.2086,Rancho Crepusculo
576,San Jose,US,66.76,haze,37.3394,-121.895,The Westin San Jose
577,Panguipulli,CL,62.31,scattered clouds,-39.6333,-72.3333,Cabañas Mis Viejos
578,Shujalpur,IN,54.28,clear sky,23.4,76.7167,Krishna Sweets
580,Tandahimba,TZ,69.22,scattered clouds,-10.75,39.6333,Azam Rest Home
581,Itarema,BR,77.65,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
582,Redmond,US,53.33,moderate rain,47.674,-122.1215,Seattle Marriott Redmond
589,Dong Hoi,VN,64.78,overcast clouds,17.4833,106.6,Nam Long Hotel
592,Safaga,EG,55.35,overcast clouds,26.7292,33.9365,Lamar Resort Abu Soma
593,Tibiri,NE,62.56,clear sky,13.5627,7.0485,FADA GAO FA TIBIRI
594,Vila Franca Do Campo,PT,59.41,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
597,Pueblo,US,58.71,clear sky,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
600,Amahai,ID,83.19,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
602,Riyadh,SA,53.74,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
605,Rafaela,AR,78.01,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
606,Salinopolis,BR,76.87,moderate rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
613,Shambu,ET,52.59,broken clouds,9.5667,37.1,Wabe Hotel
614,Gladstone,AU,85.93,scattered clouds,-23.85,151.25,Highpoint International Hotel
615,Acari,PE,72.57,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
616,Flagstaff,US,52.66,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
617,Sao Jose Da Coroa Grande,BR,78.8,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
618,Dubti,ET,71.58,broken clouds,11.7361,41.0853,degu Shiferaw
619,Bhadrachalam,IN,57.04,clear sky,17.6667,80.8833,Hotel Srinidhi Residency
620,Beroroha,MG,74.82,clear sky,-21.6667,45.1667,
622,Alta Floresta,BR,70.41,light rain,-9.8756,-56.0861,Floresta Amazonica Hotel
623,Abengourou,CI,67.46,broken clouds,6.7297,-3.4964,Hotel des Princes
625,Iranshahr,IR,59.94,clear sky,27.2025,60.6848,نیک سرشت
627,Kelo,TD,70.84,broken clouds,9.3086,15.8066,Plantation de Kelo
629,San Juan,AR,89.28,clear sky,-31.5375,-68.5364,Hotel Provincial
630,Calabozo,VE,84.11,scattered clouds,8.9242,-67.4293,Hotel Giardini
632,Bouca,CF,69.57,broken clouds,6.5105,18.2733,
633,Enumclaw,US,52.02,light rain,47.2043,-121.9915,Cedars Inn
634,Calamar,CO,80.55,broken clouds,10.2511,-74.9146,Hostal Katyalex
635,Camopi,GF,71.22,scattered clouds,3.1655,-52.3158,La pousada
636,San-Pedro,CI,78.4,scattered clouds,4.7485,-6.6363,Hotel Maria
637,Marrakesh,MA,68.07,broken clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
639,Louis Trichardt,ZA,65.17,overcast clouds,-23.0439,29.9032,139 on Munnik Guest House
640,Capiibary,PY,80.35,broken clouds,-24.8,-56.0333,Hotel Toledo
641,Aden,YE,76.46,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
642,Kismayo,SO,77.25,broken clouds,-0.3582,42.5454,Agan-Hotel
643,La Libertad,EC,80.26,clear sky,-2.2333,-80.9,Playa Canela Hotel Boutique
648,Teguise,ES,59.22,haze,29.0605,-13.564,B&B La Casona de Nazaret
650,Marsa Matruh,EG,50.2,scattered clouds,31.3525,27.2453,Beau Site
653,Namibe,AO,72.27,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
655,North Bend,US,57.92,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
659,Narrabri,AU,85.51,broken clouds,-30.3167,149.7833,Crossroads Hotel
660,Tuy Hoa,VN,74.41,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
661,Kapit,MY,74.17,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
663,Moussoro,TD,61.65,clear sky,13.6408,16.4901,Hôtel Salama
666,Gizo,SB,84.81,overcast clouds,-8.103,156.8419,Imagination Island
667,Whyalla,AU,76.89,overcast clouds,-33.0333,137.5833,Foreshore Motor Inn
668,Boffa,GN,72.5,few clouds,10.1667,-14.0333,Hôtel Niara Belly
670,Bandarbeyla,SO,74.77,overcast clouds,9.4942,50.8122,JABIR HOTEL
671,Casma,CL,61.88,scattered clouds,-41.0082,-73.1244,Hospedaje Casma
675,Murray Bridge,AU,89.82,few clouds,-35.1167,139.2667,Balcony On Sixth Lodge
677,San Luis,AR,80.13,clear sky,-33.295,-66.3356,Huarpes Hotel
678,Manali,IN,77.07,clear sky,13.1667,80.2667,Sarathy Lodge
679,Sampang,ID,76.95,overcast clouds,-7.1872,113.2394,sekretariat IKA STAIN
680,Sandy Bay,AU,80.06,few clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
682,Port Moresby,PG,76.42,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
683,Ambon,ID,87.94,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
