City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Ukiah,39.1502,-123.2078,48.65,75,0,0.0,US,2022-01-27 04:30:01
295,Gushikawa,26.3544,127.8686,72.99,65,100,8.05,JP,2022-01-27 04:34:36
296,Neyshabur,36.2133,58.7958,45.43,31,59,2.82,IR,2022-01-27 04:32:53
297,Solnechnyy,50.7214,136.6319,4.19,91,100,4.34,RU,2022-01-27 04:34:36
298,Cairns,-16.9167,145.7667,85.95,66,100,4.61,AU,2022-01-27 04:30:07
299,Okhotsk,59.3833,143.3,-1.66,79,100,16.75,RU,2022-01-27 04:34:37
300,Indergarh,26.9352,79.6724,58.6,59,0,8.72,IN,2022-01-27 04:34:37
301,Klyuchi,52.2667,79.1667,2.41,97,99,5.37,RU,2022-01-27 04:34:37
302,Oktyabrskiy,54.4815,53.471,10.49,94,100,8.84,RU,2022-01-27 04:34:38
303,De Aar,-30.6497,24.0123,76.05,41,0,4.59,ZA,2022-01-27 04:34:38
304,Saint George,37.1041,-113.5841,43.36,40,0,5.01,US,2022-01-27 04:30:53
305,Sakakah,29.9697,40.2064,42.37,62,6,19.44,SA,2022-01-27 04:34:39
306,Roros,62.5747,11.3842,26.44,93,75,5.75,NO,2022-01-27 04:34:39
307,Port Augusta,-32.5,137.7667,102.7,24,1,9.84,AU,2022-01-27 04:34:39
308,Guane,22.2025,-84.0875,72.0,90,1,2.19,CU,2022-01-27 04:34:40
309,Aklavik,68.2191,-135.0107,-5.08,96,98,3.22,CA,2022-01-27 04:34:40
310,Itarema,-2.9248,-39.9167,77.14,86,100,10.0,BR,2022-01-27 04:34:40
311,Wattegama,6.7989,81.4808,79.72,52,88,8.84,LK,2022-01-27 04:34:41
312,Sarangani,5.4033,125.4636,81.63,79,99,19.71,PH,2022-01-27 04:34:41
313,Khandbari,27.3747,87.2039,56.88,43,4,3.36,NP,2022-01-27 04:34:42
314,Kjustendil,42.2839,22.6911,19.98,93,49,3.71,BG,2022-01-27 04:34:42
315,Mokrousovo,55.8103,66.7653,9.07,92,100,10.78,RU,2022-01-27 04:34:42
316,Norman Wells,65.282,-126.8329,8.64,85,75,0.0,CA,2022-01-27 04:34:43
317,Zalesovo,53.9939,84.7431,8.33,92,100,7.07,RU,2022-01-27 04:34:43
318,Lokachi,50.737,24.6494,33.75,96,100,14.0,UA,2022-01-27 04:34:43
319,Ust-Kalmanka,52.1207,83.305,12.07,93,100,10.33,RU,2022-01-27 04:34:44
320,Mogadishu,2.0371,45.3438,75.07,78,0,13.8,SO,2022-01-27 04:34:50
321,Vardo,70.3705,31.1107,16.0,73,100,11.5,NO,2022-01-27 04:34:51
322,Novo Aripuana,-5.1206,-60.3797,71.15,99,100,1.61,BR,2022-01-27 04:34:51
323,Pitimbu,-7.4706,-34.8086,77.59,82,92,8.63,BR,2022-01-27 04:34:52
324,Cherskiy,68.75,161.3,-42.7,98,34,4.94,RU,2022-01-27 04:33:12
325,Omsukchan,62.5333,155.8,-27.58,98,94,5.5,RU,2022-01-27 04:33:12
326,Broken Hill,-31.95,141.4333,100.11,20,40,6.91,AU,2022-01-27 04:32:20
327,Binzhou,37.3667,118.0167,41.27,36,55,5.97,CN,2022-01-27 04:34:52
328,Nata,8.3333,-80.5167,69.89,82,92,5.48,PA,2022-01-27 04:34:53
329,Thai Binh,20.45,106.3333,73.4,79,74,9.84,VN,2022-01-27 04:30:46
330,Kloulklubed,7.0419,134.2556,82.9,81,100,16.42,PW,2022-01-27 04:34:53
331,Kavaratti,10.5669,72.642,77.61,68,93,11.7,IN,2022-01-27 04:34:54
332,Praia Da Vitoria,38.7333,-27.0667,57.76,94,75,11.25,PT,2022-01-27 04:34:54
333,Palmas Bellas,9.2319,-80.0867,76.91,86,73,6.96,PA,2022-01-27 04:34:54
334,Sidi Ali,36.0998,0.4206,48.97,53,96,7.85,DZ,2022-01-27 04:34:55
335,Galle,6.0367,80.217,81.3,64,94,0.47,LK,2022-01-27 04:33:39
336,Berlevag,70.8578,29.0864,23.0,79,100,12.66,NO,2022-01-27 04:34:55
337,Kajaani,64.2273,27.7285,24.85,93,100,2.3,FI,2022-01-27 04:34:56
338,Gazanjyk,39.2446,55.5154,44.08,46,95,7.45,TM,2022-01-27 04:34:56
339,Kidero,42.1932,45.9614,14.23,86,47,2.98,RU,2022-01-27 04:34:56
340,Yakima,46.4665,-120.6678,30.83,87,100,0.0,US,2022-01-27 04:30:04
341,Santa Fe,-31.6333,-60.7,74.01,84,86,3.0,AR,2022-01-27 04:34:57
342,Torbay,47.6666,-52.7314,28.76,94,100,14.97,CA,2022-01-27 04:30:32
343,Vallam,10.7167,79.0833,82.45,59,100,8.41,IN,2022-01-27 04:34:58
344,Sangar,63.9242,127.4739,-18.54,91,100,2.91,RU,2022-01-27 04:34:58
345,Micheweni,-4.9667,39.8333,80.19,69,89,10.54,TZ,2022-01-27 04:34:58
346,Qeshm,26.9581,56.2719,62.49,52,0,4.5,IR,2022-01-27 04:34:59
347,Yarada,17.65,83.2667,79.12,65,75,2.3,IN,2022-01-27 04:34:59
348,Saint-Pierre,-21.3393,55.4781,78.44,50,0,8.05,RE,2022-01-27 04:34:59
349,Filadelfia,39.9523,-75.1638,22.98,51,0,3.0,US,2022-01-27 04:33:50
350,Pangnirtung,66.1451,-65.7125,-25.67,92,100,6.02,CA,2022-01-27 04:35:00
351,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.01,99,99,1.52,BR,2022-01-27 04:35:00
352,Whitehorse,60.7161,-135.0538,18.1,89,100,3.0,CA,2022-01-27 04:31:54
353,Gorontalo,0.5412,123.0595,88.45,63,82,3.98,ID,2022-01-27 04:35:01
354,Port Victoria,0.0939,33.9756,68.95,60,22,8.5,KE,2022-01-27 04:35:01
355,Horsham,51.064,-0.3272,47.28,86,75,4.61,GB,2022-01-27 04:35:01
356,Rock Sound,24.9,-76.2,75.52,72,2,10.56,BS,2022-01-27 04:31:11
357,Sassandra,4.95,-6.0833,75.56,90,12,4.7,CI,2022-01-27 04:35:02
358,Vestmannaeyjar,63.4427,-20.2734,37.78,63,79,4.43,IS,2022-01-27 04:34:39
359,Panzhihua,26.5851,101.7128,63.23,48,55,1.97,CN,2022-01-27 04:35:02
360,Swellendam,-34.0226,20.4417,53.98,84,17,1.95,ZA,2022-01-27 04:35:03
361,Ulagan,50.6321,87.9563,10.31,86,100,0.49,RU,2022-01-27 04:35:03
362,Saint-Joseph,-21.3667,55.6167,77.36,59,16,7.49,RE,2022-01-27 04:35:10
363,Antalaha,-14.9003,50.2788,78.51,72,69,7.36,MG,2022-01-27 04:35:10
364,Pacifica,37.6138,-122.4869,55.71,76,0,1.01,US,2022-01-27 04:34:12
365,Pinhao,-25.6956,-51.6597,65.84,90,73,1.48,BR,2022-01-27 04:35:10
366,Solikamsk,59.6196,56.7729,4.66,97,100,3.29,RU,2022-01-27 04:35:11
367,Shubarkuduk,49.1447,56.4872,20.25,92,100,9.04,KZ,2022-01-27 04:35:11
368,Waitara,-38.925,174.25,71.22,41,1,17.9,NZ,2022-01-27 04:35:11
369,Namatanai,-3.6667,152.4333,84.38,72,72,5.75,PG,2022-01-27 04:35:12
370,Pevek,69.7008,170.3133,-32.03,98,28,2.8,RU,2022-01-27 04:35:12
371,Atar,20.5169,-13.0499,60.58,55,35,9.13,MR,2022-01-27 04:35:13
372,Carnarvon,-24.8667,113.6333,82.47,65,75,17.27,AU,2022-01-27 04:33:33
373,Ust-Nera,64.5667,143.2,-36.58,99,60,2.35,RU,2022-01-27 04:35:13
374,Ucluelet,48.9329,-125.5528,42.04,76,56,4.97,CA,2022-01-27 04:35:13
375,Balkanabat,39.5108,54.3671,48.52,39,97,1.03,TM,2022-01-27 04:35:14
376,Madras,13.0878,80.2785,85.98,71,40,3.0,IN,2022-01-27 04:34:54
377,Teguise,29.0605,-13.564,55.62,72,0,6.91,ES,2022-01-27 04:35:14
378,Quibdo,5.6947,-76.6611,73.44,99,99,1.34,CO,2022-01-27 04:35:15
379,Samfya,-11.3649,29.5565,65.03,93,100,4.88,ZM,2022-01-27 04:35:15
380,Avera,33.194,-82.5271,42.71,67,14,9.57,US,2022-01-27 04:35:15
381,Freeport,40.6576,-73.5832,23.25,51,0,1.01,US,2022-01-27 04:35:16
382,Hanting,36.7708,119.2108,38.34,37,51,8.9,CN,2022-01-27 04:35:16
383,Bandundu,-3.3167,17.3667,69.64,91,100,3.53,CD,2022-01-27 04:35:16
384,Shimoda,34.6667,138.95,53.96,66,100,7.76,JP,2022-01-27 04:35:17
385,Mecca,21.4267,39.8261,61.65,54,62,15.9,SA,2022-01-27 04:32:20
386,Salta,-24.7859,-65.4117,64.99,93,75,5.01,AR,2022-01-27 04:35:17
387,Khani,41.9563,42.9566,29.77,99,100,0.69,GE,2022-01-27 04:35:18
388,Hungund,16.0667,76.05,75.54,41,6,13.91,IN,2022-01-27 04:35:18
389,Paamiut,61.994,-49.6678,16.56,76,100,9.37,GL,2022-01-27 04:35:18
390,Belaya Gora,68.5333,146.4167,-36.29,99,13,5.64,RU,2022-01-27 04:35:19
391,Concepcion,-36.827,-73.0498,58.8,94,100,8.05,CL,2022-01-27 04:35:19
392,Ocampo,21.65,-101.5,53.01,42,100,6.67,MX,2022-01-27 04:35:19
393,Lokhvytsya,50.3678,33.2602,12.97,98,99,1.05,UA,2022-01-27 04:35:20
394,Henties Bay,-22.116,14.2845,65.86,89,99,3.04,NA,2022-01-27 04:35:20
395,Sarab,38.6066,44.9883,21.6,94,92,1.39,IR,2022-01-27 04:35:20
396,Sangre Grande,10.5835,-61.1177,74.89,86,11,6.24,TT,2022-01-27 04:35:21
397,Nancha,47.1333,129.2667,16.66,60,45,6.44,CN,2022-01-27 04:35:21
398,Dalianwan,39.0286,121.695,26.64,46,0,11.18,CN,2022-01-27 04:35:21
399,Sibolga,1.7427,98.7792,85.39,61,78,4.65,ID,2022-01-27 04:35:22
400,San Cristobal,7.7669,-72.225,71.78,86,96,1.48,VE,2022-01-27 04:35:22
401,Tateyama,34.9833,139.8667,54.1,51,100,9.66,JP,2022-01-27 04:35:22
402,Sinjar,36.3209,41.8754,41.94,75,94,5.99,IQ,2022-01-27 04:35:23
403,Gamba,-2.65,10.0,75.58,91,92,4.99,GA,2022-01-27 04:35:23
404,Vilyuysk,63.7553,121.6247,-3.98,96,87,2.75,RU,2022-01-27 04:35:23
405,Deputatskiy,69.3,139.9,-8.61,97,100,5.1,RU,2022-01-27 04:35:24
406,Brodick,55.5754,-5.1472,46.24,82,98,17.65,GB,2022-01-27 04:35:24
407,Sharjah,25.3573,55.4033,67.98,47,0,5.68,AE,2022-01-27 04:35:25
408,Lagos De Moreno,21.35,-101.9167,56.39,41,97,0.96,MX,2022-01-27 04:35:25
409,Kieta,-6.2167,155.6333,81.91,79,94,4.79,PG,2022-01-27 04:35:25
410,Vila,42.0304,-8.1588,36.32,76,0,4.54,PT,2022-01-27 04:35:33
411,Porto Empedocle,37.2934,13.5264,45.9,75,0,4.97,IT,2022-01-27 04:35:33
412,Fort Nelson,58.8053,-122.7002,20.79,93,100,0.0,CA,2022-01-27 04:35:33
413,Chara,56.9064,118.2631,-8.79,94,47,1.57,RU,2022-01-27 04:35:34
414,Kuala Kedah,6.1,100.3,91.38,62,20,4.61,MY,2022-01-27 04:35:34
415,Dimona,31.0667,35.0333,37.85,86,86,26.37,IL,2022-01-27 04:35:34
416,Takoradi,4.8845,-1.7554,77.09,89,3,3.27,GH,2022-01-27 04:33:17
417,Atikokan,48.7555,-91.6216,23.27,92,100,13.58,CA,2022-01-27 04:35:35
418,Taikang,46.8333,124.4167,10.17,74,22,4.97,CN,2022-01-27 04:35:35
419,Bahia Honda,22.9036,-83.1592,72.57,88,28,4.27,CU,2022-01-27 04:35:35
420,Santa Cruz De La Palma,28.6835,-17.7642,59.14,82,75,3.44,ES,2022-01-27 04:35:36
421,Muroto,33.2833,134.15,55.44,58,54,5.28,JP,2022-01-27 04:35:36
422,Garowe,8.4054,48.4845,64.94,69,81,9.37,SO,2022-01-27 04:35:37
423,Guatire,10.4762,-66.5427,72.1,98,29,1.32,VE,2022-01-27 04:35:37
424,Fergus Falls,46.283,-96.0776,30.27,86,100,9.22,US,2022-01-27 04:35:37
425,Chanute,37.6792,-95.4572,30.31,64,100,9.22,US,2022-01-27 04:31:15
426,Brigham City,41.5102,-112.0155,29.86,70,0,1.99,US,2022-01-27 04:35:38
427,Dagana,16.5165,-15.5068,68.38,40,100,10.76,MR,2022-01-27 04:35:38
428,Mnogovershinnyy,53.9353,139.9242,-1.53,79,33,3.53,RU,2022-01-27 04:35:38
429,La Ronge,55.1001,-105.2842,1.65,71,0,9.22,CA,2022-01-27 04:35:39
430,Ambilobe,-13.2,49.05,77.77,83,85,1.68,MG,2022-01-27 04:35:39
431,Jhelum,32.9331,73.7264,55.71,46,0,6.35,PK,2022-01-27 04:35:39
432,Zheleznodorozhnyy,55.7503,38.0042,20.75,98,100,3.44,RU,2022-01-27 04:35:40
433,Quatre Cocos,-20.2078,57.7625,81.09,63,21,12.01,MU,2022-01-27 04:35:40
434,Marzuq,14.4,46.4667,65.88,37,2,1.23,YE,2022-01-27 04:35:40
435,Viedma,-40.8135,-62.9967,59.04,66,0,2.24,AR,2022-01-27 04:35:41
436,Moose Factory,51.2585,-80.6094,14.0,73,100,20.71,CA,2022-01-27 04:35:41
437,Barre,44.197,-72.5021,-5.03,75,0,0.0,US,2022-01-27 04:34:05
438,Markova,48.6758,24.4138,25.3,88,97,6.67,UA,2022-01-27 04:35:42
439,Barkot,30.8167,78.2,48.22,51,5,1.74,IN,2022-01-27 04:35:42
440,Ures,29.4333,-110.4,63.09,30,98,2.3,MX,2022-01-27 04:35:44
441,Moree,-29.4667,149.85,77.02,73,100,18.41,AU,2022-01-27 04:35:44
442,Puerto Narino,-3.7703,-70.3831,75.15,98,67,2.04,CO,2022-01-27 04:35:44
443,Purmerend,52.505,4.9597,47.01,86,100,5.99,NL,2022-01-27 04:35:45
444,Teya,60.3778,92.6267,-1.32,96,38,1.03,RU,2022-01-27 04:35:45
445,Mayumba,-3.432,10.6554,76.39,88,84,6.24,GA,2022-01-27 04:35:45
446,Tutoia,-2.7619,-42.2744,78.78,90,100,6.11,BR,2022-01-27 04:35:46
447,Port Macquarie,-31.4333,152.9167,80.56,63,51,11.45,AU,2022-01-27 04:35:46
448,Ixtapa,20.7,-105.2,71.22,88,20,0.0,MX,2022-01-27 04:35:46
449,Mount Gambier,-37.8333,140.7667,93.11,38,75,12.66,AU,2022-01-27 04:35:47
450,Russas,-4.9403,-37.9758,74.61,90,100,2.17,BR,2022-01-27 04:35:47
451,Morehead,37.2711,-87.1764,20.14,79,0,0.0,US,2022-01-27 04:35:47
452,Gat,31.61,34.7642,50.68,100,92,23.09,IL,2022-01-27 04:33:02
453,Saldanha,-33.0117,17.9442,59.05,90,0,10.63,ZA,2022-01-27 04:35:48
454,Erzin,36.9559,36.2,39.72,87,98,2.39,TR,2022-01-27 04:31:02
455,Kazanlak,42.6167,25.4,33.17,100,52,3.65,BG,2022-01-27 04:35:48
456,Buraydah,26.326,43.975,50.45,35,0,15.93,SA,2022-01-27 04:35:49
457,Qianan,44.9932,124.0581,11.84,78,6,5.53,CN,2022-01-27 04:35:49
458,Vung Tau,10.346,107.0843,82.08,67,10,8.93,VN,2022-01-27 04:35:55
459,Mandalgovi,45.7625,106.2708,9.95,52,1,10.04,MN,2022-01-27 04:35:56
460,Palmer,42.1584,-72.3287,13.28,68,0,0.0,US,2022-01-27 04:35:56
461,Miramar,25.9873,-80.2323,72.0,94,100,0.0,US,2022-01-27 04:32:06
462,Woodstock,43.1334,-80.7497,15.03,93,54,6.31,CA,2022-01-27 04:35:56
463,Puerto Colombia,10.9878,-74.9547,78.89,80,6,25.19,CO,2022-01-27 04:35:57
464,Geraldton,-28.7667,114.6,88.21,42,0,21.85,AU,2022-01-27 04:35:57
465,Sola,-13.8833,167.55,81.34,80,100,13.69,VU,2022-01-27 04:35:57
466,Nelson Bay,-32.7167,152.15,82.45,62,0,4.0,AU,2022-01-27 04:35:58
467,Vanimo,-2.6741,141.3028,82.92,79,89,1.48,PG,2022-01-27 04:35:58
468,North Bend,43.4065,-124.2243,42.93,99,0,3.44,US,2022-01-27 04:31:47
469,Gravdal,68.1214,13.5031,36.97,73,94,7.02,NO,2022-01-27 04:35:59
470,Herbertpur,30.45,77.7333,56.91,54,5,2.39,IN,2022-01-27 04:35:59
471,Monroe,43.1501,-77.6831,11.95,84,40,5.75,US,2022-01-27 04:34:00
472,Paoua,7.2427,16.4406,63.59,27,97,4.54,CF,2022-01-27 04:35:59
473,Miles City,46.4083,-105.8406,34.77,75,100,13.8,US,2022-01-27 04:36:00
474,Aswan,24.0934,32.907,42.93,64,2,11.99,EG,2022-01-27 04:36:00
475,Alofi,-19.0595,-169.9187,84.09,74,20,10.36,NU,2022-01-27 04:36:00
476,Lucea,18.451,-78.1736,76.86,82,1,9.6,JM,2022-01-27 04:36:01
477,Mananjary,-21.2167,48.3333,76.5,74,31,2.19,MG,2022-01-27 04:36:01
478,Bayir,37.2687,28.2167,30.72,73,5,6.24,TR,2022-01-27 04:36:02
479,Grand Forks,47.9417,-97.4337,26.53,86,100,3.44,US,2022-01-27 04:36:02
480,Bajram Curri,42.3554,20.0784,24.93,85,7,3.29,AL,2022-01-27 04:36:02
481,Port Keats,-14.25,129.55,85.24,72,100,13.22,AU,2022-01-27 04:36:03
482,Husavik,66.0449,-17.3389,31.91,78,100,4.12,IS,2022-01-27 04:36:03
483,Jacmel,18.2342,-72.5347,76.84,81,43,0.83,HT,2022-01-27 04:36:03
484,Port-Gentil,-0.7193,8.7815,79.99,80,100,10.07,GA,2022-01-27 04:36:04
485,Oranjestad,12.524,-70.027,78.64,81,21,20.94,AW,2022-01-27 04:36:04
486,Komsomolskiy,40.4272,71.7189,33.22,64,0,4.61,UZ,2022-01-27 04:36:04
487,Lazaro Cardenas,17.9583,-102.2,74.08,79,49,2.93,MX,2022-01-27 04:36:05
488,Djambala,-2.5447,14.7533,65.5,95,75,3.27,CG,2022-01-27 04:36:05
489,Fenoarivo,-18.933,47.4354,64.47,72,20,6.91,MG,2022-01-27 04:36:06
490,Zarubino,42.63,131.0922,23.25,47,0,10.65,RU,2022-01-27 04:36:06
491,Cockburn Town,21.4612,-71.1419,77.36,76,1,12.88,TC,2022-01-27 04:36:06
492,Souillac,-20.5167,57.5167,81.36,73,40,8.05,MU,2022-01-27 04:36:07
493,Sovetskaya Gavan,48.9723,140.2878,13.78,71,89,5.01,RU,2022-01-27 04:36:07
494,Bata,1.8639,9.7658,78.66,100,40,0.0,GQ,2022-01-27 04:36:07
495,Kaliua,-5.0606,31.7936,65.16,97,97,2.39,TZ,2022-01-27 04:36:08
496,Ziniare,12.5822,-1.2983,64.49,16,9,9.51,BF,2022-01-27 04:36:08
497,Snezhnogorsk,69.1933,33.2531,17.38,98,100,8.16,RU,2022-01-27 04:36:08
498,Puerto Madryn,-42.7692,-65.0385,62.17,67,0,13.53,AR,2022-01-27 04:36:09
499,Evensk,61.95,159.2333,11.17,89,100,18.68,RU,2022-01-27 04:36:09
500,Portland,45.5234,-122.6762,40.86,75,20,1.01,US,2022-01-27 04:32:31
501,Shellbrook,53.2168,-106.4011,15.03,85,86,11.95,CA,2022-01-27 04:36:10
502,Mana,5.6592,-53.7767,74.59,88,43,5.14,GF,2022-01-27 04:36:10
503,Las Palmas,28.4204,-14.0131,59.79,72,32,10.36,ES,2022-01-27 04:36:10
504,Iqaluit,63.7506,-68.5145,-24.07,76,0,2.3,CA,2022-01-27 04:36:11
505,Road Town,18.4167,-64.6167,77.04,83,40,11.5,VG,2022-01-27 04:32:07
506,Milkovo,54.7167,158.6167,3.9,93,100,1.43,RU,2022-01-27 04:36:17
507,Mehamn,71.0357,27.8492,22.95,86,40,14.97,NO,2022-01-27 04:36:17
508,Alberton,46.8168,-64.0654,6.71,97,46,11.45,CA,2022-01-27 04:36:18
509,Lompoc,34.6391,-120.4579,53.92,90,0,3.44,US,2022-01-27 04:32:43
510,Shenjiamen,29.9576,122.298,47.91,89,100,17.11,CN,2022-01-27 04:36:18
511,Gouyave,12.1646,-61.7296,74.17,83,20,0.0,GD,2022-01-27 04:36:19
512,Skara,58.3866,13.4384,41.92,3,100,15.99,SE,2022-01-27 04:36:19
513,Carlyle,38.6103,-89.3726,21.47,59,0,1.99,US,2022-01-27 04:36:19
514,Longyan,25.1072,117.0225,75.04,57,29,3.89,CN,2022-01-27 04:36:20
515,Andenes,69.3143,16.1194,30.18,86,75,6.91,NO,2022-01-27 04:36:20
516,Vila Velha,-20.3297,-40.2925,75.94,82,0,1.01,BR,2022-01-27 04:33:55
517,Aasiaat,68.7098,-52.8699,4.91,79,100,15.84,GL,2022-01-27 04:36:20
518,Mancora,-4.1078,-81.0475,75.13,71,99,8.21,PE,2022-01-27 04:36:21
519,Kununurra,-15.7667,128.7333,91.38,58,40,12.66,AU,2022-01-27 04:36:21
520,Kargasok,59.0556,80.8572,-5.96,98,96,5.17,RU,2022-01-27 04:36:21
521,Acari,-15.4311,-74.6158,72.1,78,66,3.89,PE,2022-01-27 04:36:22
522,Cuiluan,47.72,128.648,12.25,70,91,7.83,CN,2022-01-27 04:36:22
523,Chiochis,46.9833,24.1833,26.22,97,99,2.01,RO,2022-01-27 04:36:23
524,Raudeberg,61.9875,5.1352,43.47,95,100,5.99,NO,2022-01-27 04:36:23
525,Banjar,-8.19,114.9675,85.91,67,100,4.68,ID,2022-01-27 04:36:23
526,Wahpeton,46.2652,-96.6059,31.01,86,100,11.5,US,2022-01-27 04:36:24
527,Shatsk,54.0258,41.7119,0.73,98,97,5.7,RU,2022-01-27 04:36:24
528,Sept-Iles,50.2001,-66.3821,-9.94,71,0,4.61,CA,2022-01-27 04:35:05
529,Kenai,60.5544,-151.2583,23.02,82,100,10.36,US,2022-01-27 04:35:48
530,Arman,59.7,150.1667,-2.99,79,100,10.16,RU,2022-01-27 04:36:25
531,Faya,18.3851,42.4509,53.71,52,37,5.86,SA,2022-01-27 04:36:25
532,Itoman,26.1247,127.6694,73.78,68,75,11.5,JP,2022-01-27 04:36:25
533,Kalmunai,7.4167,81.8167,80.38,62,92,10.13,LK,2022-01-27 04:36:26
534,The Valley,18.217,-63.0578,75.06,75,52,17.02,AI,2022-01-27 04:36:26
535,Grindavik,63.8424,-22.4338,30.67,93,0,10.36,IS,2022-01-27 04:33:35
536,Havre,49.5833,0.3333,43.2,87,100,16.11,FR,2022-01-27 04:36:27
537,San Quintin,30.4833,-115.95,57.24,72,87,7.29,MX,2022-01-27 04:36:27
538,Auki,-8.7676,160.7034,81.09,78,100,5.82,SB,2022-01-27 04:36:27
539,Pailon,-17.65,-62.75,79.7,69,50,9.37,BO,2022-01-27 04:36:28
540,Nyurba,63.2842,118.3319,-2.13,95,95,5.12,RU,2022-01-27 04:36:28
541,Krasnovishersk,60.4078,57.082,1.29,98,100,3.15,RU,2022-01-27 04:32:14
542,Chambas,22.1928,-78.9136,69.42,81,0,2.57,CU,2022-01-27 04:36:28
543,Lifford,54.8319,-7.4836,46.9,80,93,11.45,IE,2022-01-27 04:36:29
544,Parrita,9.5201,-84.3225,78.57,71,54,4.74,CR,2022-01-27 04:36:29
545,Neuquen,-38.9516,-68.0591,69.69,40,0,4.61,AR,2022-01-27 04:36:30
546,Honiara,-9.4333,159.95,80.65,82,100,7.05,SB,2022-01-27 04:36:30
547,Khanu Woralaksaburi,16.0617,99.8606,91.0,32,5,1.07,TH,2022-01-27 04:36:30
548,Safaga,26.7292,33.9365,49.93,57,0,11.77,EG,2022-01-27 04:36:31
549,Okha,53.5739,142.9478,-4.05,89,41,11.7,RU,2022-01-27 04:36:31
550,Wajima,37.4,136.9,39.88,60,40,5.75,JP,2022-01-27 04:36:31
551,Komyshnya,50.1859,33.684,8.31,100,98,1.66,UA,2022-01-27 04:36:32
552,Kattivakkam,13.2167,80.3167,86.09,71,89,6.98,IN,2022-01-27 04:36:32
553,Acajutla,13.5928,-89.8275,75.79,80,36,6.44,SV,2022-01-27 04:36:32
554,Svetlogorsk,52.6333,29.7333,19.0,95,98,8.57,BY,2022-01-27 04:36:39
555,Ratnagiri,16.9833,73.3,79.3,36,1,5.79,IN,2022-01-27 04:36:39
556,Naze,28.3667,129.4833,63.52,74,93,4.74,JP,2022-01-27 04:36:39
557,Emerald,-23.5333,148.1667,95.14,34,75,17.27,AU,2022-01-27 04:36:40
558,Atbasar,51.8,68.3333,-3.48,97,84,4.5,KZ,2022-01-27 04:34:00
559,Abalak,58.1286,68.5944,10.0,86,100,9.37,RU,2022-01-27 04:36:40
560,Bosarkany,47.6882,17.25,37.26,84,97,8.61,HU,2022-01-27 04:36:41
561,Poya,-21.35,165.15,83.37,70,55,12.55,NC,2022-01-27 04:36:41
562,Maple Creek,49.9168,-109.4848,30.61,93,100,8.05,CA,2022-01-27 04:36:41
563,Padang,-0.9492,100.3543,87.85,65,100,4.41,ID,2022-01-27 04:36:42
564,Sumbe,-11.2061,13.8437,75.6,86,100,2.15,AO,2022-01-27 04:36:42
565,Ancud,-41.8697,-73.8203,58.53,76,0,0.74,CL,2022-01-27 04:36:42
566,Tura,25.5198,90.2201,65.37,59,36,5.01,IN,2022-01-27 04:36:43
567,Kalemie,-5.9475,29.1947,68.95,92,100,7.07,CD,2022-01-27 04:36:43
568,Knysna,-34.0363,23.0471,64.78,91,63,3.13,ZA,2022-01-27 04:36:43
569,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.53,85,24,5.46,BR,2022-01-27 04:36:44
570,Shorewood,41.52,-88.2017,12.72,72,0,5.75,US,2022-01-27 04:36:44
