City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Saint-Augustin,CA,51.226,-58.6502,11.95,82,99,28.32,overcast clouds
346,Lorengau,PG,-2.0226,147.2712,79.72,83,100,12.48,overcast clouds
347,Ust-Ilimsk,RU,58.0006,102.6619,-9.83,100,93,2.44,overcast clouds
348,Bilibino,RU,68.0546,166.4372,-11.61,96,74,4.63,broken clouds
349,Kirkuk,IQ,35.4681,44.3922,43.05,70,6,4.59,clear sky
350,Barmer,IN,25.75,71.3833,61.29,75,0,6.33,clear sky
351,Ekhabi,RU,53.5102,142.9671,9.81,93,100,21.63,light snow
352,Machiques,VE,10.0644,-72.545,81.81,51,40,8.28,scattered clouds
353,Kirakira,SB,-10.4544,161.9205,83.95,76,88,5.73,overcast clouds
354,Ishigaki,JP,24.3448,124.1572,59.13,67,75,16.11,broken clouds
355,Pedasi,PA,7.5333,-80.0333,75.07,67,9,21.23,clear sky
356,Kijang,KR,35.2442,129.2139,26.33,28,0,4.36,clear sky
357,Tulsipur,NP,28.131,82.2973,47.59,81,0,4.21,clear sky
358,Chingirlau,KZ,51.095,54.0814,27.5,89,98,13.69,overcast clouds
359,Kasongo-Lunda,CD,-6.4667,16.8167,71.15,90,100,2.19,overcast clouds
360,Golspie,GB,57.9727,-3.978,43.38,85,100,29.01,light rain
361,Hohhot,CN,40.8106,111.6522,1.69,60,0,4.47,clear sky
362,Matay,EG,28.419,30.7792,49.64,54,23,6.91,few clouds
363,Henties Bay,NA,-22.116,14.2845,66.85,79,100,8.57,overcast clouds
364,Manggar,ID,-2.8833,108.2667,79.34,80,77,7.14,broken clouds
365,Kobryn,BY,52.2138,24.3564,30.29,82,100,26.84,overcast clouds
366,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,30,20,17.27,few clouds
367,Elat,IL,29.5581,34.9482,51.64,50,0,0.0,clear sky
368,Saint-Joseph,RE,-21.3667,55.6167,75.58,83,23,11.39,few clouds
369,Fangshan,CN,39.6983,115.9925,20.86,35,8,5.7,clear sky
370,Jalu,LY,29.0331,21.5482,54.34,59,82,13.91,broken clouds
371,Harlingen,US,26.1906,-97.6961,69.89,55,100,14.97,overcast clouds
372,Kandrian,PG,-6.2167,149.55,84.22,73,100,13.27,overcast clouds
373,Baykit,RU,61.67,96.37,-2.54,99,100,0.6,overcast clouds
374,Loding,NO,67.3,14.75,26.65,92,75,1.01,broken clouds
375,Goundam,ML,16.4145,-3.6708,72.84,14,64,10.67,broken clouds
376,Inirida,CO,3.8653,-67.9239,77.97,54,14,1.45,few clouds
377,Tatarsk,RU,55.219,75.9828,12.61,95,91,8.63,overcast clouds
378,Umm Kaddadah,SD,13.6017,26.6876,55.58,19,0,15.37,clear sky
379,Takhtamygda,RU,54.1,123.5667,-11.43,96,96,3.44,overcast clouds
380,Bara,NG,10.3744,10.7288,65.16,21,84,9.1,broken clouds
381,Middleton,GB,53.55,-2.2,45.99,82,94,25.05,moderate rain
382,Beringovskiy,RU,63.05,179.3167,-6.97,98,100,10.94,overcast clouds
383,Saint Marys,US,30.7305,-81.5465,53.82,36,0,1.99,clear sky
384,Sokolo,ML,14.7328,-6.1219,75.67,15,24,10.4,few clouds
385,Charters Towers,AU,-20.1,146.2667,83.79,58,1,6.35,clear sky
386,Oktyabrskiy,RU,54.4815,53.471,24.73,97,99,5.88,overcast clouds
387,Miri,MY,4.4148,114.0089,75.34,94,40,5.75,scattered clouds
388,Bilma,NE,18.6853,12.9164,56.84,18,0,17.81,clear sky
389,Ambilobe,MG,-13.2,49.05,73.54,94,70,1.05,broken clouds
390,Terrace,CA,54.5163,-128.6035,39.11,81,75,10.36,shower rain
391,Yulara,AU,-25.2406,130.9889,75.04,88,100,11.5,overcast clouds
392,Lampa,CL,-33.2833,-70.9,76.03,46,0,17.27,clear sky
393,Marsh Harbour,BS,26.5412,-77.0636,63.43,57,98,9.44,overcast clouds
394,Ardmore,US,34.1743,-97.1436,63.64,16,0,1.01,clear sky
395,Cabinda,AO,-5.55,12.2,78.04,88,100,3.83,light rain
396,La Cumbre,AR,-30.982,-64.4914,71.46,68,0,2.84,clear sky
397,Panguna,PG,-6.3164,155.4848,80.4,67,100,3.09,overcast clouds
398,Saint Simons,US,31.1352,-81.3901,53.87,33,0,9.22,clear sky
399,Port Lincoln,AU,-34.7333,135.8667,71.31,70,39,7.99,scattered clouds
400,Tuatapere,NZ,-46.1333,167.6833,70.83,65,37,4.92,scattered clouds
401,Basoko,CD,1.2391,23.616,72.54,38,75,1.12,broken clouds
402,Micheweni,TZ,-4.9667,39.8333,79.09,79,90,9.42,overcast clouds
403,Am Timan,TD,11.0297,20.2827,70.18,16,5,8.79,clear sky
404,Puri,IN,19.8,85.85,55.92,64,0,5.66,clear sky
405,Necochea,AR,-38.5473,-58.7368,65.03,64,81,22.64,light rain
406,Dryden,CA,49.7833,-92.7503,12.49,73,100,6.91,overcast clouds
407,Mookane,BW,-23.688,26.6595,68.61,79,100,8.9,overcast clouds
408,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,6,19.8,clear sky
409,Karabulak,RU,43.3036,44.8964,27.16,90,18,2.68,few clouds
410,Kulachi,PK,31.9286,70.4592,54.75,40,0,2.46,clear sky
411,Wanxian,CN,30.8039,108.3897,42.96,82,96,2.53,overcast clouds
412,Cockburn Town,TC,21.4612,-71.1419,75.16,69,75,13.8,broken clouds
413,Trinidad,BO,-14.8333,-64.9,82.38,78,75,6.91,broken clouds
414,Clyde River,CA,70.4692,-68.5914,-21.77,69,20,5.75,few clouds
415,Hobyo,SO,5.3505,48.5268,76.62,79,97,15.52,light rain
416,Mitsamiouli,KM,-11.3847,43.2844,80.29,74,2,3.02,clear sky
417,Dubbo,AU,-32.25,148.6167,78.93,69,40,8.05,scattered clouds
418,Bandundu,CD,-3.3167,17.3667,75.61,78,100,4.32,overcast clouds
419,Knysna,ZA,-34.0363,23.0471,70.18,92,74,1.77,broken clouds
420,Pundaguitan,PH,6.3711,126.1689,80.67,75,100,4.79,overcast clouds
421,Lazaro Cardenas,MX,17.9583,-102.2,81.16,55,0,9.44,clear sky
422,Severobaykalsk,RU,55.65,109.3167,-8.27,96,99,2.95,overcast clouds
423,Marzuq,YE,14.4,46.4667,59.2,81,6,4.74,clear sky
424,Swift Current,CA,50.2834,-107.8014,31.01,74,0,12.66,clear sky
425,Svetlyy,RU,54.675,20.1347,35.65,72,100,26.15,overcast clouds
426,San Policarpo,PH,12.1791,125.5072,78.64,85,58,3.02,broken clouds
427,Osorno,CL,-40.5667,-73.15,62.91,45,20,5.75,few clouds
428,Haimen,CN,23.1935,116.6142,51.69,66,85,18.59,overcast clouds
429,Kargopol,RU,61.5071,38.9456,10.65,96,100,5.75,overcast clouds
430,Zhangye,CN,38.9342,100.4517,15.28,39,83,1.34,broken clouds
431,Alekseyevka,RU,50.6309,38.6903,30.34,94,100,13.85,overcast clouds
432,Atar,MR,20.5169,-13.0499,79.48,11,100,8.32,overcast clouds
433,Siva,EG,29.2041,25.5195,52.79,76,78,23.17,broken clouds
434,Mogadishu,SO,2.0371,45.3438,76.89,79,92,19.57,overcast clouds
435,Tura,IN,25.5198,90.2201,51.24,59,2,3.2,clear sky
436,Blagoyevo,RU,63.3667,47.9167,-1.55,99,80,2.93,broken clouds
437,College,US,64.8569,-147.8028,-6.77,76,20,3.44,few clouds
438,Natchitoches,US,31.7668,-93.1335,65.25,34,0,4.61,clear sky
439,Rawson,AR,-43.3002,-65.1023,59.95,36,57,4.38,broken clouds
440,Les Cayes,HT,18.2,-73.75,73.78,82,58,6.58,broken clouds
441,Jacareacanga,BR,-6.2222,-57.7528,71.44,98,100,1.68,overcast clouds
442,Cayenne,GF,4.9333,-52.3333,79.09,86,75,7.0,broken clouds
443,Waingapu,ID,-9.6567,120.2641,81.23,77,100,14.03,overcast clouds
444,Harper,LR,4.375,-7.7169,79.23,86,54,6.42,broken clouds
445,Bang Len,TH,14.0219,100.1718,80.91,66,35,5.57,scattered clouds
446,Quchan,IR,37.106,58.5095,27.95,77,4,5.26,clear sky
447,Bushehr,IR,28.9684,50.8385,60.08,49,100,12.39,overcast clouds
448,Tessalit,ML,20.1986,1.0114,67.48,15,20,9.46,few clouds
449,Pemangkat,ID,1.1667,108.9667,76.77,87,100,6.2,overcast clouds
450,Acapulco,MX,16.8634,-99.8901,81.36,65,1,6.71,clear sky
451,Longyearbyen,SJ,78.2186,15.6401,8.44,66,0,21.85,clear sky
452,Kavieng,PG,-2.5744,150.7967,81.68,76,93,1.72,light rain
453,Paita,PE,-5.0892,-81.1144,71.6,82,86,12.82,overcast clouds
454,Pacifica,US,37.6138,-122.4869,66.04,75,20,16.11,few clouds
455,Sistranda,NO,63.7256,8.834,31.89,69,91,6.69,overcast clouds
456,Elko,US,41.0002,-115.5012,44.62,34,12,2.24,few clouds
457,Iquitos,PE,-3.7481,-73.2472,86.04,79,0,1.14,clear sky
458,Yamada,JP,39.4667,141.95,27.88,49,55,5.26,broken clouds
459,Sola,VU,-13.8833,167.55,83.07,84,75,4.61,broken clouds
460,Hualmay,PE,-11.0964,-77.6139,71.56,80,100,9.78,overcast clouds
461,Birin,NP,26.8865,88.0718,39.81,72,13,4.23,few clouds
462,Ruy Barbosa,BR,-12.2839,-40.4939,72.54,84,44,1.7,scattered clouds
463,Santa Cruz,BO,-17.8,-63.1667,87.85,45,11,6.91,few clouds
464,Bulalacao,PH,12.3254,121.3435,80.13,77,12,15.37,few clouds
465,Aksarka,RU,66.5606,67.7975,-12.78,100,90,3.71,overcast clouds
466,Alice Springs,AU,-23.7,133.8833,74.75,94,75,9.22,broken clouds
467,Baishishan,CN,43.5833,127.5667,-1.28,95,39,1.79,scattered clouds
468,Tazovskiy,RU,67.4667,78.7,-8.68,98,99,8.12,overcast clouds
469,Arman,RU,59.7,150.1667,7.3,76,100,14.79,overcast clouds
470,Grand Gaube,MU,-20.0064,57.6608,79.2,82,100,1.01,overcast clouds
471,Tornio,FI,65.8481,24.1466,5.02,94,42,6.13,scattered clouds
472,Da Nang,VN,16.0678,108.2208,69.78,94,75,4.61,mist
473,Aosta,IT,45.7667,7.4167,35.76,27,0,4.0,clear sky
474,Lubango,AO,-14.9172,13.4925,58.05,84,98,4.47,overcast clouds
475,La Reforma,MX,25.0833,-108.05,82.09,54,70,9.17,broken clouds
476,Hailin,CN,44.5833,129.4167,-4.38,96,38,3.58,scattered clouds
477,Maltahohe,NA,-24.8333,16.9833,69.22,70,46,12.12,moderate rain
478,Itacoatiara,BR,-3.1431,-58.4442,73.51,96,95,2.1,overcast clouds
479,Kokstad,ZA,-30.5472,29.4241,61.11,93,100,3.09,overcast clouds
480,Sawakin,SD,19.1059,37.3321,68.9,68,35,8.86,scattered clouds
481,Peniche,PT,39.3558,-9.3811,55.09,73,12,8.93,few clouds
482,Staraya Poltavka,RU,50.4772,46.4814,19.99,96,98,9.44,overcast clouds
483,Rach Gia,VN,10.0167,105.0833,71.55,91,9,7.76,clear sky
484,Dongsheng,CN,39.8161,109.9776,6.33,49,0,16.75,clear sky
485,Abu Samrah,SY,35.3029,37.1841,42.57,74,96,0.85,overcast clouds
486,Punta Alta,AR,-38.8759,-62.0736,62.6,56,62,8.75,broken clouds
487,Mamonovo,RU,54.4643,19.938,35.55,75,99,30.31,overcast clouds
488,Gannan,CN,47.9147,123.5031,-4.49,88,8,5.26,clear sky
489,Mahibadhoo,MV,3.7833,72.9667,81.61,76,54,13.49,broken clouds
490,Wanning,CN,18.8003,110.3967,69.44,85,98,12.62,overcast clouds
491,Chumikan,RU,54.7183,135.315,-2.4,82,100,18.9,overcast clouds
492,Yeniseysk,RU,58.4497,92.1703,-3.06,100,100,2.77,overcast clouds
493,Durango,MX,24.8333,-104.8333,64.99,16,18,19.64,few clouds
494,Nikel,RU,69.4128,30.222,14.18,95,69,5.93,broken clouds
495,Muncar,ID,-8.4333,114.3333,78.87,86,100,2.8,overcast clouds
496,Wiang Sa,TH,8.6359,99.3666,78.42,93,10,2.35,clear sky
497,Jinxi,CN,30.4323,116.2922,36.7,81,100,1.43,overcast clouds
498,Kyabe,TD,9.4515,18.9449,74.39,17,39,8.57,scattered clouds
499,Tiznit,MA,29.5833,-9.5,60.39,28,94,16.31,overcast clouds
500,Chirongui,YT,-12.9319,45.1483,76.93,71,2,6.29,clear sky
501,Barsovo,RU,61.1667,73.1667,8.73,99,100,4.79,overcast clouds
502,Sibolga,ID,1.7427,98.7792,75.97,88,97,2.19,overcast clouds
503,Barzas,RU,55.7167,86.3167,-0.17,97,30,3.83,scattered clouds
504,Oktyabrskoye,RU,43.0645,44.7417,21.34,100,7,2.24,clear sky
505,Kushiro,JP,42.975,144.3747,9.55,61,20,5.75,few clouds
506,Kieta,PG,-6.2167,155.6333,84.99,71,100,7.02,overcast clouds
507,Rieti,IT,42.4072,12.8592,44.38,79,0,3.56,clear sky
508,King City,US,36.2127,-121.126,64.81,32,0,4.85,clear sky
509,Beyneu,KZ,45.3167,55.2,32.88,81,100,15.48,overcast clouds
510,Leningradskiy,RU,69.3833,178.4167,-14.26,94,80,4.23,broken clouds
511,Porto Santo,PT,33.072,-16.3415,64.31,82,20,18.41,few clouds
512,Half Moon Bay,US,37.4636,-122.4286,66.79,71,0,5.99,clear sky
513,Muravlenko,RU,63.7898,74.523,-3.41,98,99,8.16,overcast clouds
514,Padang,ID,-0.9492,100.3543,73.45,87,97,3.49,heavy intensity rain
515,Boyolangu,ID,-8.1181,111.8935,77.94,87,100,0.76,overcast clouds
516,Port-Gentil,GA,-0.7193,8.7815,81.0,78,96,10.94,overcast clouds
517,Santander,ES,43.4647,-3.8044,45.46,72,100,1.99,mist
518,Russell,US,32.3502,-85.1999,60.08,31,0,3.44,clear sky
519,Port Hedland,AU,-20.3167,118.5667,86.05,70,96,11.5,overcast clouds
520,Batagay-Alyta,RU,67.8006,130.4114,-21.57,94,76,2.62,broken clouds
521,Honiara,SB,-9.4333,159.95,85.12,72,100,4.63,overcast clouds
522,San Felipe,VE,10.3399,-68.7425,67.41,91,23,3.62,few clouds
523,Bontang,ID,0.1333,117.5,77.25,87,100,4.25,overcast clouds
524,Berlevag,NO,70.8578,29.0864,28.89,66,100,10.45,light snow
525,San Ramon,US,37.7799,-121.978,64.33,56,0,1.99,clear sky
526,Rudnogorsk,RU,57.2639,103.7519,-10.57,100,94,0.54,overcast clouds
527,Tapes,BR,-30.6733,-51.3958,73.36,69,18,17.78,few clouds
528,Samaipata,BO,-18.15,-63.8667,55.81,81,33,2.13,scattered clouds
529,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,19.57,scattered clouds
530,Port Augusta,AU,-32.5,137.7667,92.71,41,99,4.76,overcast clouds
531,Severo-Yeniseyskiy,RU,60.3725,93.0408,-5.26,98,98,2.86,overcast clouds
532,Hun,LY,29.1268,15.9477,46.65,58,10,4.47,clear sky
533,Ozernovskiy,RU,51.5,156.5167,27.1,85,100,5.66,overcast clouds
534,Namie,JP,37.4833,141.0,36.97,63,38,12.44,scattered clouds
535,Kiomboi,TZ,-4.2667,34.3667,60.94,97,100,6.13,light rain
536,Lebedinyy,RU,58.5167,125.5167,-15.43,99,100,2.77,overcast clouds
537,Svobodnyy,RU,51.4,128.1333,-10.1,94,27,5.41,scattered clouds
538,Walvis Bay,NA,-22.9575,14.5053,67.08,94,100,10.36,overcast clouds
539,Gorgan,IR,36.8387,54.4348,39.16,81,0,6.91,clear sky
540,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,75,11.5,light snow
541,Dunedin,NZ,-45.8742,170.5036,68.2,68,2,7.14,clear sky
542,Teahupoo,PF,-17.8333,-149.2667,80.56,75,90,12.64,overcast clouds
543,Westport,US,41.1415,-73.3579,23.76,56,22,4.0,few clouds
544,Bafra,TR,41.5678,35.9069,39.11,76,100,7.07,overcast clouds
545,Broken Hill,AU,-31.95,141.4333,78.51,73,40,8.05,scattered clouds
546,Asau,RO,46.4333,26.4,39.96,65,99,16.51,overcast clouds
547,Wajid,SO,3.8093,43.2471,73.45,30,100,16.15,overcast clouds
548,Boueni,YT,-12.9025,45.0761,76.98,71,2,6.26,clear sky
549,Ewa Beach,US,21.3156,-158.0072,80.55,55,75,11.01,broken clouds
550,Codrington,AU,-38.2667,141.9667,77.34,62,51,0.56,broken clouds
551,Touros,BR,-5.1989,-35.4608,79.7,78,18,11.97,few clouds
552,Mana,GF,5.6592,-53.7767,76.75,84,75,11.1,broken clouds
553,Puerto Escondido,MX,15.85,-97.0667,79.7,70,0,3.65,clear sky
554,Tabuk,PH,17.4189,121.4443,70.68,87,54,5.82,broken clouds
555,Oistins,BB,13.0667,-59.5333,77.09,73,40,19.57,scattered clouds
556,Camanducaia,BR,-22.7553,-46.1447,63.45,99,99,2.06,light rain
557,Kut Chap,TH,17.4257,102.5669,70.65,79,33,6.55,scattered clouds
558,Chipinge,ZW,-20.1883,32.6236,59.97,90,43,3.06,scattered clouds
559,Loa Janan,ID,-0.583,117.095,76.05,91,98,2.73,overcast clouds
560,Fare,PF,-16.7,-151.0167,80.87,71,20,9.46,few clouds
561,Gao,ML,16.6362,1.637,67.55,16,16,13.35,few clouds
562,Mackenzie,CA,55.2999,-123.1698,35.82,75,100,6.91,overcast clouds
563,Nelson Bay,AU,-32.7167,152.15,83.75,80,67,1.99,broken clouds
564,Ganta,LR,7.3022,-8.5308,68.92,29,67,1.21,broken clouds
565,Businga,CD,3.3333,20.8833,70.32,33,90,2.55,overcast clouds
566,Monster,NL,52.0258,4.175,43.07,78,75,13.0,moderate rain
567,Ko Samui,TH,9.5357,99.9357,80.74,74,30,7.2,scattered clouds
568,Tongren,CN,27.7172,109.1853,36.1,98,100,1.86,light rain
569,Avera,US,33.194,-82.5271,55.27,63,0,8.59,clear sky
570,Chalmette,US,29.9427,-89.9634,62.6,52,0,5.99,clear sky
571,Bar Harbor,US,44.3876,-68.2039,19.02,53,0,21.0,clear sky
572,Uige,AO,-7.6087,15.0613,66.04,99,100,0.98,overcast clouds
573,Newport,GB,51.5877,-2.9984,48.45,75,95,7.0,overcast clouds
574,Kamenka,RU,51.3223,42.7678,27.75,96,100,16.13,light snow
575,Nisia Floresta,BR,-6.0911,-35.2086,79.61,83,21,7.09,few clouds
576,San Jose,US,37.3394,-121.895,66.76,51,20,1.99,haze
577,Panguipulli,CL,-39.6333,-72.3333,62.31,57,36,4.18,scattered clouds
578,Shujalpur,IN,23.4,76.7167,54.28,37,0,5.06,clear sky
579,Pudozh,RU,61.8099,36.5345,16.11,93,100,6.89,overcast clouds
580,Tandahimba,TZ,-10.75,39.6333,69.22,98,25,0.72,scattered clouds
581,Itarema,BR,-2.9248,-39.9167,77.65,82,100,9.82,overcast clouds
582,Redmond,US,47.674,-122.1215,53.33,85,100,1.01,moderate rain
583,Iqaluit,CA,63.7506,-68.5145,-22.27,76,0,5.75,clear sky
584,Otofuke,JP,42.9917,143.2003,-1.25,84,20,1.88,few clouds
585,Baoning,CN,25.3378,110.026,37.26,93,100,2.24,mist
586,Hersbruck,DE,49.5125,11.4339,36.55,76,72,5.08,broken clouds
587,Pinawa,CA,50.1489,-95.8811,10.31,95,94,4.97,overcast clouds
588,Ville-Marie,CA,47.3335,-79.433,5.0,99,98,3.04,overcast clouds
589,Dong Hoi,VN,17.4833,106.6,64.78,92,99,11.52,overcast clouds
590,Havelock,US,34.8791,-76.9013,46.94,68,20,7.14,few clouds
591,Keetmanshoop,NA,-26.5833,18.1333,77.92,57,84,5.75,broken clouds
592,Safaga,EG,26.7292,33.9365,55.35,43,100,5.84,overcast clouds
593,Tibiri,NE,13.5627,7.0485,62.56,14,4,13.91,clear sky
594,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,80,64,15.43,broken clouds
595,Berdigestyakh,RU,62.0989,126.6992,-15.12,99,100,4.56,overcast clouds
596,Yumen,CN,40.2833,97.2,13.59,44,100,6.8,overcast clouds
597,Pueblo,US,38.2545,-104.6091,58.71,17,0,3.44,clear sky
598,Kangaatsiaq,GL,68.3065,-53.4641,-6.27,92,90,11.12,overcast clouds
599,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,79,75,8.95,light shower snow
600,Amahai,ID,-3.3333,128.9167,83.19,71,100,8.93,overcast clouds
601,Lac Du Bonnet,CA,50.2536,-96.0612,11.12,95,95,5.01,overcast clouds
602,Riyadh,SA,24.6877,46.7219,53.74,45,0,10.22,clear sky
603,Roald,NO,62.5833,6.1333,32.32,80,20,10.36,few clouds
604,Storforshei,NO,66.4043,14.5233,20.39,96,100,1.5,overcast clouds
605,Rafaela,AR,-31.2503,-61.4867,78.01,50,0,3.24,clear sky
606,Salinopolis,BR,-0.6136,-47.3561,76.87,89,100,10.33,moderate rain
607,Minot,US,48.2325,-101.2963,31.19,69,0,9.22,clear sky
608,Nome,US,64.5011,-165.4064,1.11,71,0,0.0,clear sky
609,Filadelfia,US,39.9523,-75.1638,24.94,61,0,1.99,clear sky
610,Okakarara,NA,-20.5833,17.4333,67.89,87,99,7.65,moderate rain
611,Arkhangelsk,RU,64.5401,40.5433,15.91,92,100,2.24,light snow
612,Ola,RU,59.5833,151.2833,6.44,78,99,12.82,overcast clouds
613,Shambu,ET,9.5667,37.1,52.59,58,65,0.85,broken clouds
614,Gladstone,AU,-23.85,151.25,85.93,58,40,9.22,scattered clouds
615,Acari,PE,-15.4311,-74.6158,72.57,76,65,5.95,broken clouds
616,Flagstaff,US,35.1981,-111.6513,52.66,44,0,10.36,clear sky
617,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.8,82,76,7.74,broken clouds
618,Dubti,ET,11.7361,41.0853,71.58,56,75,11.25,broken clouds
619,Bhadrachalam,IN,17.6667,80.8833,57.04,36,0,2.15,clear sky
620,Beroroha,MG,-21.6667,45.1667,74.82,68,0,5.14,clear sky
621,Fehergyarmat,HU,47.9833,22.5167,36.12,83,98,7.11,overcast clouds
622,Alta Floresta,BR,-9.8756,-56.0861,70.41,98,98,2.62,light rain
623,Abengourou,CI,6.7297,-3.4964,67.46,72,77,2.35,broken clouds
624,Borogontsy,RU,62.6683,131.1683,-38.07,100,72,0.87,broken clouds
625,Iranshahr,IR,27.2025,60.6848,59.94,58,0,2.71,clear sky
626,Kaa-Khem,RU,51.6833,94.7333,-22.88,95,39,2.75,scattered clouds
627,Kelo,TD,9.3086,15.8066,70.84,15,51,8.61,broken clouds
628,Rubizhne,UA,49.0123,38.3797,32.29,96,100,12.64,snow
629,San Juan,AR,-31.5375,-68.5364,89.28,26,1,11.34,clear sky
630,Calabozo,VE,8.9242,-67.4293,84.11,28,26,6.78,scattered clouds
631,Volterra,IT,43.4003,10.86,46.33,81,56,1.07,broken clouds
632,Bouca,CF,6.5105,18.2733,69.57,24,53,4.41,broken clouds
633,Enumclaw,US,47.2043,-121.9915,52.02,86,100,4.0,light rain
634,Calamar,CO,10.2511,-74.9146,80.55,65,65,13.94,broken clouds
635,Camopi,GF,3.1655,-52.3158,71.22,99,47,2.55,scattered clouds
636,San-Pedro,CI,4.7485,-6.6363,78.4,90,44,6.51,scattered clouds
637,Marrakesh,MA,31.6315,-8.0083,68.07,37,75,13.8,broken clouds
638,Flin Flon,CA,54.7682,-101.865,6.64,72,100,5.75,light snow
639,Louis Trichardt,ZA,-23.0439,29.9032,65.17,93,92,7.61,overcast clouds
640,Capiibary,PY,-24.8,-56.0333,80.35,55,51,5.95,broken clouds
641,Aden,YE,12.7794,45.0367,76.46,71,40,14.47,scattered clouds
642,Kismayo,SO,-0.3582,42.5454,77.25,76,60,13.29,broken clouds
643,La Libertad,EC,-2.2333,-80.9,80.26,69,0,9.22,clear sky
644,Whitehorse,CA,60.7161,-135.0538,7.81,70,75,11.01,light snow
645,Talakan,RU,50.3167,130.3667,-15.38,97,10,0.81,clear sky
646,Gat,IL,31.61,34.7642,48.4,100,0,5.48,clear sky
647,Izhma,RU,65.0083,53.9113,5.79,95,99,6.46,overcast clouds
648,Teguise,ES,29.0605,-13.564,59.22,51,0,4.61,haze
649,Hailey,US,43.5196,-114.3153,-0.96,63,66,1.21,broken clouds
650,Marsa Matruh,EG,31.3525,27.2453,50.2,87,40,13.8,scattered clouds
651,Shaoxing,CN,30.011,120.5715,36.95,79,42,1.03,scattered clouds
652,Goderich,CA,43.7501,-81.7165,24.91,68,84,5.75,broken clouds
653,Namibe,AO,-15.1961,12.1522,72.27,73,100,6.82,overcast clouds
654,Povenets,RU,62.8487,34.8262,11.62,96,100,4.63,overcast clouds
655,North Bend,US,43.4065,-124.2243,57.92,88,100,16.11,overcast clouds
656,Krasnoselkup,RU,65.7,82.4667,3.15,95,99,8.61,overcast clouds
657,Belle Fourche,US,44.6714,-103.8522,47.71,47,54,8.84,broken clouds
658,Sarakhs,IR,36.5449,61.1577,41.43,63,0,6.55,clear sky
659,Narrabri,AU,-30.3167,149.7833,85.51,62,71,4.0,broken clouds
660,Tuy Hoa,VN,13.0833,109.3,74.41,87,53,2.19,broken clouds
661,Kapit,MY,2.0167,112.9333,74.17,98,100,0.72,overcast clouds
662,Stykkisholmur,IS,65.0757,-22.7297,24.39,56,100,23.26,overcast clouds
663,Moussoro,TD,13.6408,16.4901,61.65,18,2,13.0,clear sky
664,Raudeberg,NO,61.9875,5.1352,32.86,67,100,1.01,overcast clouds
665,Bonavista,CA,48.6499,-53.1147,37.11,74,91,34.29,overcast clouds
666,Gizo,SB,-8.103,156.8419,84.81,69,100,8.37,overcast clouds
667,Whyalla,AU,-33.0333,137.5833,76.89,73,90,9.22,overcast clouds
668,Boffa,GN,10.1667,-14.0333,72.5,87,21,1.86,few clouds
669,Dongying,CN,37.4564,118.4856,28.96,54,51,11.12,broken clouds
670,Bandarbeyla,SO,9.4942,50.8122,74.77,79,97,14.76,overcast clouds
671,Casma,CL,-41.0082,-73.1244,61.88,59,32,6.62,scattered clouds
672,Aromashevo,RU,56.8602,68.6375,7.3,95,100,6.08,overcast clouds
673,Okhotsk,RU,59.3833,143.3,12.6,75,99,15.57,overcast clouds
674,Talnakh,RU,69.4865,88.3972,-15.79,94,87,9.06,overcast clouds
675,Murray Bridge,AU,-35.1167,139.2667,89.82,50,14,4.05,few clouds
676,Beasain,ES,43.0502,-2.2009,44.8,84,52,2.1,broken clouds
677,San Luis,AR,-33.295,-66.3356,80.13,32,6,4.38,clear sky
678,Manali,IN,13.1667,80.2667,77.07,86,10,1.88,clear sky
679,Sampang,ID,-7.1872,113.2394,76.95,84,100,9.51,overcast clouds
680,Sandy Bay,AU,-42.913,147.3532,80.06,62,20,1.01,few clouds
681,Nizhnedevitsk,RU,51.5419,38.3657,30.25,95,100,12.01,overcast clouds
682,Port Moresby,PG,-9.4431,147.1797,76.42,88,75,11.5,broken clouds
683,Ambon,ID,-3.6954,128.1814,87.94,62,20,17.27,few clouds
